id,pcf_pointer,team_id,team_name,short_name,full_name,shirt_number,shirt_number_reliable,position_original,position_normalized,role_primary,overall,overall_derived,attr_velocidad,attr_resistencia,attr_agresividad,attr_calidad,attr_remate,attr_regate,attr_pase,attr_tiro,attr_entradas,attr_portero,birth_date,age,nationality,birth_country,birth_place,height,weight,preferred_foot,market_value,salary,slot,skin,hair,source_file,source_offset,data_confidence
unión-1699-25697,25697,unión-1699,Unión,Garro,Lorenzo José Argentino GARRO,13,True,Medio,MF,Interior derecho,70,70,69,72,72,70,66,65,75,59,70,18,1978-06-01,20,Argentina,Argentina,Bell Ville (CBA),,,,,,13,blanco,castano,EQ003003.PKF,1642186,original
unión-1699-20823,20823,unión-1699,Unión,Cabrol,Darío Gabriel CABROL,10,True,Medio,MF,Media punta por el centro,81,81,81,79,75,89,69,84,82,80,65,15,1972-01-30,26,Argentina,Argentina,Santa Fé,170,66,,,,10,blanco,moreno,EQ003003.PKF,1642459,original
unión-1699-25484,25484,unión-1699,Unión,Mendoza,Silvio Fernando MENDOZA,20,True,Medio,MF,Medio centro defensivo,80,80,79,80,79,82,68,84,82,65,62,16,1976-02-21,22,Argentina,Argentina,Santa Fé,177,70,,,,8,blanco,moreno,EQ003003.PKF,1644847,original
unión-1699-25485,25485,unión-1699,Unión,Garate,Rubén Horacio GARATE,5,True,Medio,MF,Medio centro organizador,76,76,76,77,80,74,64,90,80,62,64,19,1967-07-16,30,Argentina,Argentina,Empalme Villa Constitución (SF),185,79,,,,17,blanco,moreno,EQ003003.PKF,1645576,original
unión-1699-17612,17612,unión-1699,Unión,Rosales,Ramón Enrique ROSALES,29,True,Medio,MF,Centrocampista derecha,76,76,78,76,75,76,61,86,80,68,66,12,1975-09-27,22,Argentina,Argentina,Villa Minetti (SF),180,74,,,,21,blanco,moreno,EQ003003.PKF,1646577,original
unión-1699-17613,17613,unión-1699,Unión,Bourdier,Harles BOURDIER Molinas,14,True,Medio,MF,Media punta por el centro,76,76,74,79,75,76,67,80,90,67,62,16,1972-08-14,25,Paraguay,Paraguay,Asunción (Paraguay),180,73,,,,15,blanco,moreno,EQ003003.PKF,1648302,original
unión-1699-20894,20894,unión-1699,Unión,Noriega,Daniel Gustavo NORIEGA,7,True,Delantero,FW,Extremo izquierdo,71,71,77,68,70,72,75,72,73,74,65,19,1977-03-14,21,Venezuela,Venezuela,Puerto Ordaz,170,74,,,,9,negro,moreno,EQ003003.PKF,1648799,original
unión-1699-21048,21048,unión-1699,Unión,Gigena,Darío Alberto GIGENA,9,True,Delantero,FW,Delantero centro,70,70,68,75,66,71,72,70,64,70,64,19,1978-01-21,20,Argentina,Argentina,Córdoba,183,75,,,,11,blanco,moreno,EQ003003.PKF,1650449,original
unión-1699-17614,17614,unión-1699,Unión,Barreto,Miguel Alberto BARRETO,16,True,Delantero,FW,Media punta izquierda,73,73,73,74,73,75,87,90,61,80,65,18,1978-09-14,19,Argentina,Argentina,Tostado (SF),177,70,,,,20,blanco,moreno,EQ003003.PKF,1651695,original
unión-1699-25486,25486,unión-1699,Unión,Perezlindo,Fernando Martín PEREZLINDO,30,True,Delantero,FW,Delantero centro,77,77,81,76,73,81,83,80,64,82,67,19,1977-01-03,21,Argentina,Argentina,Santa Fé,180,75,,,,12,blanco,moreno,EQ003003.PKF,1652300,original
godoy-cruz-1400-25804,25804,godoy-cruz-1400,Godoy Cruz,Pannero,Hernán Darío PANNERO,1,False,Portero,GK,Portero,55,55,55,59,52,56,13,8,18,14,47,59,1975-10-15,22,Argentina,Argentina,Córdoba,,,,,,1,blanco,castano,EQ003003.PKF,1655440,original
godoy-cruz-1400-24874,24874,godoy-cruz-1400,Godoy Cruz,M. Gómez,Marcelo A. GOMEZ,0,False,Portero,GK,Portero,72,72,73,72,72,71,10,13,20,14,38,56,1976-10-23,21,Argentina,Argentina,Mendoza,178,72,,,,12,blanco,moreno,EQ003003.PKF,1655572,original
godoy-cruz-1400-25805,25805,godoy-cruz-1400,Godoy Cruz,Ruggeri,Daniel Eduardo RUGGERI,1,False,Defensa,DF,Lateral derecho,68,68,65,71,68,69,48,53,52,55,57,19,1977-05-10,21,Argentina,Argentina,Mendoza,,,,,,20,blanco,castano,EQ003003.PKF,1655748,original
godoy-cruz-1400-25806,25806,godoy-cruz-1400,Godoy Cruz,Leguizamón,Daniel R. LEGUIZAMÓN,1,False,Defensa,DF,Lateral derecho,67,67,71,66,61,73,55,50,51,57,55,19,1978-07-04,19,Argentina,Argentina,Mendoza,,,,,,19,blanco,castano,EQ003003.PKF,1655884,original
godoy-cruz-1400-25807,25807,godoy-cruz-1400,Godoy Cruz,Estrada,Diego Adrián ESTRADA,1,False,Defensa,DF,Libre,69,69,71,66,68,72,53,52,49,55,59,19,1977-12-12,20,Argentina,Argentina,Mendoza,,,,,,18,blanco,moreno,EQ003003.PKF,1656011,original
godoy-cruz-1400-25808,25808,godoy-cruz-1400,Godoy Cruz,Herrera,Dardo Martín HERRERA,1,False,Defensa,DF,Lateral derecho,70,70,71,68,70,74,50,51,48,55,52,19,1977-07-31,20,Argentina,Argentina,Mendoza,,,,,,14,blanco,castano,EQ003003.PKF,1656144,original
godoy-cruz-1400-25809,25809,godoy-cruz-1400,Godoy Cruz,Antico,Mariano Silvio ANTICO,1,False,Defensa,DF,Lateral izquierdo,68,68,71,68,64,72,48,53,51,54,51,19,1977-04-25,21,Argentina,Argentina,Capital Federal,,,,,,13,blanco,castano,EQ003003.PKF,1656268,original
godoy-cruz-1400-25810,25810,godoy-cruz-1400,Godoy Cruz,Gauna,Facundo GAUNA,1,False,Defensa,DF,Lateral derecho,52,52,57,53,47,53,46,51,53,49,53,19,1977-03-13,21,Argentina,Argentina,Mendoza,,,,,,2,blanco,moreno,EQ003003.PKF,1656397,original
godoy-cruz-1400-25811,25811,godoy-cruz-1400,Godoy Cruz,Iglesias,Rafael Eduardo IGLESIAS,1,False,Defensa,DF,Central izquierdo,55,55,57,55,52,57,52,48,56,52,58,19,1971-04-17,27,Argentina,Argentina,Mendoza,,,,,,3,blanco,castano,EQ003003.PKF,1656512,original
godoy-cruz-1400-24882,24882,godoy-cruz-1400,Godoy Cruz,Oldrá,Daniel Walter OLDRA,0,False,Defensa,DF,Central izquierdo,54,54,54,55,55,53,53,49,61,54,57,19,1967-03-15,31,Argentina,Argentina,Godoy Cruz (Mza),176,65,,,,4,blanco,castano,EQ003003.PKF,1656645,original
godoy-cruz-1400-25812,25812,godoy-cruz-1400,Godoy Cruz,Salinas,Héctor Alfredo SALINAS,1,False,Medio,MF,Medio centro organizador,69,69,70,68,70,71,56,51,52,60,56,19,1972-12-27,25,Argentina,Argentina,Mendoza,,,,,,22,blanco,moreno,EQ003003.PKF,1656829,original
godoy-cruz-1400-25813,25813,godoy-cruz-1400,Godoy Cruz,Cabrera,Hernán CABRERA,1,False,Medio,MF,Centrocampista derecha,73,73,71,77,72,74,60,51,56,54,58,19,1980-05-08,18,Argentina,Argentina,Mendoza,,,,,,17,blanco,castano,EQ003003.PKF,1656963,original
godoy-cruz-1400-25814,25814,godoy-cruz-1400,Godoy Cruz,Correa,Mariano Eduardo CORREA,1,False,Medio,MF,Media punta izquierda,69,69,74,71,66,68,56,52,54,58,54,19,1974-06-07,24,Argentina,Argentina,Mendoza,,,,,,16,blanco,castano,EQ003003.PKF,1657081,original
godoy-cruz-1400-25815,25815,godoy-cruz-1400,Godoy Cruz,J.A. Sánchez,Javier Aurelio SÁNCHEZ,1,False,Medio,MF,Centrocampista izquierda,68,68,66,73,64,72,54,59,57,59,57,19,1975-12-27,22,Argentina,Argentina,Mendoza,,,,,,15,blanco,moreno,EQ003003.PKF,1657216,original
godoy-cruz-1400-25816,25816,godoy-cruz-1400,Godoy Cruz,Fullana,Ernesto Roberto FULLANA,1,False,Medio,MF,Centrocampista izquierda,52,52,54,52,49,53,51,50,58,54,55,19,1974-05-29,24,Argentina,Argentina,San Juan,,,,,,11,blanco,moreno,EQ003003.PKF,1657347,original
godoy-cruz-1400-25817,25817,godoy-cruz-1400,Godoy Cruz,Gattesco,Gonzalo Alfredo GATTESCO,1,False,Medio,MF,Centrocampista derecha,56,56,59,56,54,56,58,56,58,65,61,19,1977-08-04,20,Argentina,Argentina,Córdoba,,,,,,8,blanco,castano,EQ003003.PKF,1657483,original
godoy-cruz-1400-25818,25818,godoy-cruz-1400,Godoy Cruz,Dobrik,Daniel Gustavo DOBRIK,1,False,Medio,MF,Medio centro organizador,54,54,56,52,54,56,51,55,54,50,55,19,1975-02-02,23,Argentina,Argentina,Capital Federal,,,,,,6,blanco,moreno,EQ003003.PKF,1657610,original
godoy-cruz-1400-25819,25819,godoy-cruz-1400,Godoy Cruz,Mercado,Daniel Gustavo MERCADO,0,False,Medio,MF,Interior izquierdo,73,73,75,70,72,76,63,69,72,69,69,19,1971-01-29,27,Argentina,Argentina,Córdoba,182,76,,,,7,blanco,moreno,EQ003003.PKF,1657746,original
godoy-cruz-1400-24888,24888,godoy-cruz-1400,Godoy Cruz,Lentz,Humberto Fabián LENTZ,0,False,Medio,MF,Medio centro defensivo,56,56,58,56,54,56,61,54,59,55,60,19,1966-05-07,32,Argentina,Argentina,Mendoza,188,81,,,,5,blanco,moreno,EQ003003.PKF,1658211,original
godoy-cruz-1400-25820,25820,godoy-cruz-1400,Godoy Cruz,Watson,Sergio Edgar WATSON,0,False,Delantero,FW,Delantero centro,55,55,53,60,53,56,58,60,55,60,54,19,1974-01-05,24,Argentina,Argentina,Capital Federal,,,,,,10,blanco,moreno,EQ003003.PKF,1658384,original
godoy-cruz-1400-25821,25821,godoy-cruz-1400,Godoy Cruz,Mir,Claudio Andrés MIR,1,False,Delantero,FW,Delantero centro,56,56,57,54,55,58,58,52,54,59,54,19,1965-07-11,32,Argentina,Argentina,Mar de la Plata (Buenos Aires),,,,,,9,blanco,moreno,EQ003003.PKF,1658510,original
godoy-cruz-1400-24895,24895,godoy-cruz-1400,Godoy Cruz,Egarrat,Marcelo Daniel EGARRAT,0,False,Delantero,FW,Delantero centro,68,68,72,66,70,66,49,51,55,60,56,19,1975-08-06,22,Argentina,Argentina,San Carlos (Mza),175,71,,,,21,blanco,moreno,EQ003003.PKF,1658655,original
san-martín-sj-1683-25774,25774,san-martín-sj-1683,San Martín (SJ),F.S. González,Fabián Santiago GONZÁLEZ,1,False,Portero,GK,Portero,52,52,53,49,52,56,9,9,13,9,50,56,1977-06-22,21,Argentina,Argentina,San Juan,,,,,,22,blanco,castano,EQ003003.PKF,1660929,original
san-martín-sj-1683-25775,25775,san-martín-sj-1683,San Martín (SJ),De Lemos,Walter F. DE LEMOS,1,False,Portero,GK,Portero,53,53,56,54,48,55,13,7,17,11,42,57,1972-02-15,26,Argentina,Argentina,San Juan,,,,,,12,blanco,moreno,EQ003003.PKF,1661064,original
san-martín-sj-1683-24901,24901,san-martín-sj-1683,San Martín (SJ),Misetich,Marcelo Alejandro MISETICH,0,False,Portero,GK,Portero,57,57,58,56,57,58,10,14,20,20,48,56,1968-04-08,30,Argentina,Argentina,Córdoba,178,72,,,,1,blanco,moreno,EQ003003.PKF,1661196,original
san-martín-sj-1683-25776,25776,san-martín-sj-1683,San Martín (SJ),Bustamante,Germán D. BUSTAMANTE,1,False,Defensa,DF,Lateral derecho,51,51,53,50,47,57,53,50,48,53,57,54,1970-12-26,27,Argentina,Argentina,Rosario (Santa Fe),,,,,,18,blanco,castano,EQ003003.PKF,1661371,original
san-martín-sj-1683-25777,25777,san-martín-sj-1683,San Martín (SJ),Minervino,Gustavo J.L. MINERVINO,1,False,Defensa,DF,Central izquierdo,53,53,50,54,52,56,53,57,60,58,60,19,1969-03-19,29,Argentina,Argentina,Chacabuco (Buenos Aires),,,,,,17,blanco,moreno,EQ003003.PKF,1661506,original
san-martín-sj-1683-25778,25778,san-martín-sj-1683,San Martín (SJ),Manfredi,Cristian Hernán MANFREDI,1,False,Defensa,DF,Lateral derecho,51,51,56,51,47,52,49,55,52,57,51,19,1973-06-09,25,Argentina,Argentina,Olivos (Buenos Aires),,,,,,13,blanco,moreno,EQ003003.PKF,1661661,original
san-martín-sj-1683-24903,24903,san-martín-sj-1683,San Martín (SJ),L. Méndez,Ariel Lucas MENDEZ,0,False,Defensa,DF,Central izquierdo,54,54,54,55,55,53,54,52,58,53,55,19,1975-09-20,22,Argentina,Argentina,San Juan,176,65,,,,4,blanco,moreno,EQ003003.PKF,1661803,original
san-martín-sj-1683-24904,24904,san-martín-sj-1683,San Martín (SJ),J. González,Julio Antonio GONZALEZ,0,False,Defensa,DF,Lateral izquierdo,51,51,53,51,52,50,46,53,48,52,49,19,1969-08-02,28,Argentina,Argentina,San Juan,176,65,,,,3,blanco,moreno,EQ003003.PKF,1661983,original
san-martín-sj-1683-24906,24906,san-martín-sj-1683,San Martín (SJ),Yanzón,Juan Alberto YANZON,0,False,Defensa,DF,Lateral derecho,56,56,58,57,55,56,54,55,59,51,55,19,1968-02-08,30,Argentina,Argentina,Caucete (SJ),176,65,,,,2,blanco,moreno,EQ003003.PKF,1662169,original
san-martín-sj-1683-25779,25779,san-martín-sj-1683,San Martín (SJ),Medina,Gustavo Fabio MEDINA,1,False,Delantero,FW,Delantero centro,55,55,57,54,53,56,58,59,55,52,60,19,1972-11-22,25,Argentina,Argentina,San Jorge (Santa Fe),,,,,,15,blanco,moreno,EQ003003.PKF,1662354,original
san-martín-sj-1683-25780,25780,san-martín-sj-1683,San Martín (SJ),H.M. Arce,Horacio Marcelo ARCE,1,False,Delantero,FW,Extremo derecho,56,56,55,58,53,61,55,60,58,58,57,19,1970-10-20,27,Argentina,Argentina,Pehuajó (Buenos Aires),,,,,,7,blanco,moreno,EQ003003.PKF,1662494,original
san-martín-sj-1683-24910,24910,san-martín-sj-1683,San Martín (SJ),Marini,Pablo Alejandro MARINI,0,False,Delantero,FW,Media punta por el centro,53,53,55,53,53,54,56,53,49,55,54,19,1967-01-31,31,Argentina,Argentina,Pérez (SF),178,73,,,,10,blanco,moreno,EQ003003.PKF,1662631,original
san-martín-sj-1683-25781,25781,san-martín-sj-1683,San Martín (SJ),Zamora,René Eduardo ZAMORA,1,False,Medio,MF,Interior izquierdo,52,52,51,57,49,54,59,52,57,60,58,19,1978-06-16,20,Argentina,Argentina,Rosario (Santa Fe),,,,,,24,blanco,castano,EQ003003.PKF,1662805,original
san-martín-sj-1683-25782,25782,san-martín-sj-1683,San Martín (SJ),Gómez,Alejandro Javier GÓMEZ,1,False,Medio,MF,Media punta por el centro,56,56,58,53,56,59,46,53,51,56,57,19,1978-01-21,20,Argentina,Argentina,San Juan,,,,,,23,blanco,castano,EQ003003.PKF,1662935,original
san-martín-sj-1683-25783,25783,san-martín-sj-1683,San Martín (SJ),Priseajniuc,Sergio José PRISEAJNIUC,1,False,Medio,MF,Centrocampista derecha,54,54,56,54,50,56,56,50,57,54,60,19,1969-04-19,29,Argentina,Argentina,Rosario (Santa Fe),,,,,,21,blanco,moreno,EQ003003.PKF,1663060,original
san-martín-sj-1683-25784,25784,san-martín-sj-1683,San Martín (SJ),Moreyra,Juan Manuel MOREYRA,1,False,Medio,MF,Medio centro organizador,55,55,55,58,52,57,54,50,58,59,54,19,1976-09-19,21,Argentina,Argentina,Rosario (Santa Fe),,,,,,20,blanco,moreno,EQ003003.PKF,1663212,original
san-martín-sj-1683-25785,25785,san-martín-sj-1683,San Martín (SJ),La Groterría,Cristian A. LA GROTTERÍA,1,False,Medio,MF,Centrocampista izquierda,52,52,55,53,49,53,51,52,55,54,56,19,1974-07-25,23,Argentina,Argentina,La Plata (Buenos Aires),,,,,,19,blanco,moreno,EQ003003.PKF,1663351,original
san-martín-sj-1683-25786,25786,san-martín-sj-1683,San Martín (SJ),Maciar,Marcelo Rubén MACIAR,1,False,Medio,MF,Media punta derecha,51,51,53,50,46,56,47,57,53,59,56,19,1977-06-27,21,Argentina,Argentina,Mendoza,,,,,,16,blanco,castano,EQ003003.PKF,1663510,original
san-martín-sj-1683-25787,25787,san-martín-sj-1683,San Martín (SJ),Carballo,Horacio Jorge CARBALLO,1,False,Medio,MF,Centrocampista derecha,52,52,56,52,49,54,57,53,53,62,59,19,1974-04-29,24,Argentina,Argentina,Capital Federal,,,,,,14,blanco,moreno,EQ003003.PKF,1663639,original
san-martín-sj-1683-25788,25788,san-martín-sj-1683,San Martín (SJ),Patrassi,Daniel Omar PATRASSI,1,False,Medio,MF,Media punta derecha,55,55,54,56,53,59,55,57,57,59,64,59,1973-10-08,24,Argentina,Argentina,Las Heras (Mendoza),,,,,,11,blanco,moreno,EQ003003.PKF,1663778,original
san-martín-sj-1683-24911,24911,san-martín-sj-1683,San Martín (SJ),Celani,Gustavo Alberto CELANI,0,False,Medio,MF,Interior derecho,53,53,55,53,54,52,57,60,56,54,53,19,1972-12-26,25,Argentina,Argentina,San Juan,176,65,,,,8,blanco,moreno,EQ003003.PKF,1663915,original
san-martín-sj-1683-24912,24912,san-martín-sj-1683,San Martín (SJ),Artéz,Mario Alfredo ARTEZ,0,False,Defensa,DF,Libre,55,55,57,56,54,56,53,50,55,51,53,19,1972-05-19,26,Argentina,Argentina,San Juan,188,81,,,,5,blanco,moreno,EQ003003.PKF,1664101,original
san-martín-sj-1683-24913,24913,san-martín-sj-1683,San Martín (SJ),R. Rodríguez,Alberto Rodolfo RODRIGUEZ,0,False,Medio,MF,Medio centro organizador,55,55,57,55,56,55,49,53,57,55,53,19,1966-07-26,31,Argentina,Argentina,San Juan,176,65,,,,6,blanco,moreno,EQ003003.PKF,1664278,original
san-martín-sj-1683-24921,24921,san-martín-sj-1683,San Martín (SJ),A. Ortíz,Alejandro Nelson ORTIZ,0,False,Delantero,FW,Delantero centro,54,54,55,54,54,53,52,56,53,59,55,19,1972-10-15,25,Argentina,Argentina,San Juan,176,65,,,,9,blanco,moreno,EQ003003.PKF,1664468,original
atl-rafaela-1356-25837,25837,atl-rafaela-1356,Atl. Rafaela,Bravo,Guillermo BRAVO,1,False,Defensa,DF,Central derecho,52,52,51,47,53,57,49,54,52,55,51,19,1976-11-01,21,Argentina,Argentina,Rafaela (Santa Fe),,,,,,5,blanco,castano,EQ003003.PKF,1665216,original
atl-rafaela-1356-25838,25838,atl-rafaela-1356,Atl. Rafaela,Oliveira,Alejandro OLIVEIRA,1,False,Defensa,DF,Central izquierdo,50,50,56,50,46,51,47,52,48,51,46,19,1976-12-21,21,Argentina,Argentina,Santa Fe,,,,,,4,blanco,castano,EQ003003.PKF,1665344,original
atl-rafaela-1356-25839,25839,atl-rafaela-1356,Atl. Rafaela,Díaz,Mario Ruiz DÍAZ,1,False,Defensa,DF,Central izquierdo,52,52,53,49,51,56,53,51,50,56,53,19,1976-06-08,22,Argentina,Argentina,Villa Constitución (Santa Fe),,,,,,3,blanco,castano,EQ003003.PKF,1665463,original
atl-rafaela-1356-24930,24930,atl-rafaela-1356,Atl. Rafaela,Castro,Alejandro José CASTRO,0,False,Defensa,DF,Libre,57,57,60,57,57,54,45,56,51,57,54,19,1971-12-05,26,Argentina,Argentina,Rafaela (SF),176,65,,,,2,blanco,moreno,EQ003003.PKF,1665603,original
atl-rafaela-1356-25840,25840,atl-rafaela-1356,Atl. Rafaela,Schiavi,Mario SCHIAVI,1,False,Medio,MF,Media punta derecha,66,66,70,67,65,63,50,52,57,61,57,19,1978-10-27,19,Argentina,Argentina,Rafaela (Santa Fe),,,,,,21,blanco,moreno,EQ003003.PKF,1665787,original
atl-rafaela-1356-25841,25841,atl-rafaela-1356,Atl. Rafaela,Riberi,César RIBERI,1,False,Medio,MF,Medio centro organizador,64,64,63,65,66,63,51,53,59,55,51,19,1979-05-23,19,Argentina,Argentina,Rafaela (Santa Fe),,,,,,20,blanco,castano,EQ003003.PKF,1665915,original
atl-rafaela-1356-25842,25842,atl-rafaela-1356,Atl. Rafaela,García,Federico GARCÍA,1,False,Medio,MF,Centrocampista izquierda,64,64,66,64,62,66,49,56,46,58,56,19,1979-01-04,19,Argentina,Argentina,Córdoba,,,,,,19,blanco,castano,EQ003003.PKF,1666041,original
atl-rafaela-1356-25843,25843,atl-rafaela-1356,Atl. Rafaela,Bonet,Carlos BONET,1,False,Medio,MF,Interior derecho,63,63,65,60,63,65,46,55,50,52,47,19,1977-10-02,20,Paraguay,Paraguay,Asunción,,,,,,17,blanco,moreno,EQ003003.PKF,1666159,original
atl-rafaela-1356-25844,25844,atl-rafaela-1356,Atl. Rafaela,Romero,Diego ROMERO,1,False,Medio,MF,Centrocampista derecha,65,65,64,68,63,66,54,50,56,61,51,19,1975-01-03,23,Argentina,Argentina,Quilmes (Buenos Aires),,,,,,14,blanco,castano,EQ003003.PKF,1666276,original
atl-rafaela-1356-25845,25845,atl-rafaela-1356,Atl. Rafaela,M. García,Marcelo GARCÍA,1,False,Medio,MF,Medio centro organizador,66,66,62,68,70,67,49,53,57,54,56,19,1976-11-12,21,Argentina,Argentina,Pilar (Santa fe),,,,,,13,blanco,castano,EQ003003.PKF,1666403,original
atl-rafaela-1356-25846,25846,atl-rafaela-1356,Atl. Rafaela,Marczuk,Carlos MARCZUK,1,False,Medio,MF,Centrocampista izquierda,51,51,53,51,49,51,52,51,55,56,61,8,1976-01-11,22,Argentina,Argentina,Oberá (Misiones),,,,,,10,blanco,castano,EQ003003.PKF,1666532,original
atl-rafaela-1356-25847,25847,atl-rafaela-1356,Atl. Rafaela,F.A. Sánchez,Fabrizio Antonio SÁNCHEZ,1,False,Medio,MF,Centrocampista derecha,53,53,53,52,51,57,52,56,50,54,52,19,1976-08-21,21,Argentina,Argentina,Aldao (Santa Fe),,,,,,8,blanco,moreno,EQ003003.PKF,1666659,original
atl-rafaela-1356-25848,25848,atl-rafaela-1356,Atl. Rafaela,Bovaglio,Lucas BOVAGLIO,1,False,Medio,MF,Medio centro organizador,52,52,53,49,53,56,49,53,51,56,52,19,1975-04-19,23,Argentina,Argentina,Rafaela (Santa Fe),,,,,,6,blanco,castano,EQ003003.PKF,1666806,original
atl-rafaela-1356-25494,25494,atl-rafaela-1356,Atl. Rafaela,C. González,Carlos Alcides GONZALEZ,0,False,Medio,MF,Centrocampista derecha,62,62,59,64,61,67,62,54,64,59,64,19,1963-11-11,34,Argentina,Argentina,Seguí (Entre Ríos),184,78,,,,7,blanco,moreno,EQ003003.PKF,1666936,original
atl-rafaela-1356-25849,25849,atl-rafaela-1356,Atl. Rafaela,Del Bono,Gonzalo DEL BONO,1,False,Delantero,FW,Media punta izquierda,63,63,64,63,59,66,57,56,50,53,53,19,1981-02-08,17,Argentina,Argentina,Rafaela (Santa Fe),,,,,,18,blanco,castano,EQ003003.PKF,1668151,original
atl-rafaela-1356-25850,25850,atl-rafaela-1356,Atl. Rafaela,R. González,Raúl GONZÁLEZ,1,False,Delantero,FW,Media punta derecha,51,51,53,51,48,53,51,55,49,53,50,19,1976-06-09,22,Argentina,Argentina,Rosario (Santa Fe),,,,,,11,blanco,moreno,EQ003003.PKF,1668283,original
atl-rafaela-1356-25851,25851,atl-rafaela-1356,Atl. Rafaela,R. González,Roberto GONZÁLEZ,1,False,Delantero,FW,Delantero centro,52,52,51,54,53,53,56,55,47,56,51,19,1969-06-05,29,Argentina,Argentina,Quilmes (Buenos Aires),,,,,,9,blanco,moreno,EQ003003.PKF,1668419,original
atl-rafaela-1356-17562,17562,atl-rafaela-1356,Atl. Rafaela,Suligoy,Juan Manuel SULIGOY,32,False,Delantero,FW,Delantero centro,91,91,93,91,89,92,82,88,61,80,68,14,1976-07-15,21,Argentina,Argentina,El Arazá (SF),175,71,,,,15,blanco,moreno,EQ003003.PKF,1668569,original
atl-rafaela-1356-24944,24944,atl-rafaela-1356,Atl. Rafaela,Ferraro,Patricio Agustín FERRARO,0,False,Delantero,FW,Extremo izquierdo,68,68,69,68,66,69,54,50,46,57,53,19,1975-07-20,22,Argentina,Argentina,Rafaela (SF),176,65,,,,16,blanco,moreno,EQ003003.PKF,1669108,original
atl-rafaela-1356-25852,25852,atl-rafaela-1356,Atl. Rafaela,Escobar,José ESCOBAR,1,False,Portero,GK,Portero,63,63,67,64,62,62,8,10,22,20,47,55,1975-05-01,23,Argentina,Argentina,Santa Fe,,,,,,12,blanco,castano,EQ003003.PKF,1669298,original
atl-rafaela-1356-25853,25853,atl-rafaela-1356,Atl. Rafaela,Maciel,Juan Carlos MACIEL,1,False,Portero,GK,Portero,55,55,59,57,54,52,5,7,16,12,50,57,1969-09-28,28,Argentina,Argentina,San Fernando (Buenos Aires),,,,,,1,blanco,moreno,EQ003003.PKF,1669414,original
huracán-ctes-1719-25724,25724,huracán-ctes-1719,Huracán (Ctes),R.D. Sánchez,Rubén Dario SÁNCHEZ,1,False,Defensa,DF,Lateral izquierdo,51,51,53,50,53,48,55,48,53,47,55,19,1979-03-03,19,Argentina,Argentina,Corrientes,,,,,,25,blanco,castano,EQ003003.PKF,1670152,original
huracán-ctes-1719-25725,25725,huracán-ctes-1719,Huracán (Ctes),Sánchez,Mauro Martín SÁNCHEZ,1,False,Defensa,DF,Lateral derecho,51,51,49,55,50,53,50,53,48,50,53,19,1979-11-05,18,Argentina,Argentina,Corrientes,,,,,,24,blanco,moreno,EQ003003.PKF,1670283,original
huracán-ctes-1719-25726,25726,huracán-ctes-1719,Huracán (Ctes),Lugo,Roberto LUGO,1,False,Defensa,DF,Libre,52,52,50,55,50,53,54,50,52,54,53,19,1967-06-25,31,Paraguay,Paraguay,Villa Hayes,,,,,,20,blanco,moreno,EQ003003.PKF,1670410,original
huracán-ctes-1719-25727,25727,huracán-ctes-1719,Huracán (Ctes),Sánchez,Manuel A. SÁNCHEZ,1,False,Defensa,DF,Central derecho,51,51,55,51,50,50,52,48,55,53,58,19,1979-03-07,19,Argentina,Argentina,Corrientes,,,,,,14,blanco,moreno,EQ003003.PKF,1670535,original
huracán-ctes-1719-25728,25728,huracán-ctes-1719,Huracán (Ctes),Batalla,Walter Santiago BATALLA,1,False,Defensa,DF,Central izquierdo,52,52,50,53,52,54,53,52,46,50,48,19,1970-11-03,27,Argentina,Argentina,Las Palmas (Chaco),,,,,,5,blanco,moreno,EQ003003.PKF,1670659,original
huracán-ctes-1719-25729,25729,huracán-ctes-1719,Huracán (Ctes),Suárez,Pablo Sixto SUÁREZ,1,False,Defensa,DF,Lateral derecho,50,50,52,50,49,52,46,49,59,53,50,19,1966-12-18,31,Argentina,Argentina,Corrientes,,,,,,2,blanco,moreno,EQ003003.PKF,1670797,original
huracán-ctes-1719-24949,24949,huracán-ctes-1719,Huracán (Ctes),Landaida,Juan Manuel LANDAIDA,0,False,Defensa,DF,Lateral derecho,66,66,68,63,65,69,65,58,69,68,59,19,1976-09-15,21,Paraguay,Paraguay,Asunción (Paraguay),188,73,,,,4,blanco,moreno,EQ003003.PKF,1670920,original
huracán-ctes-1719-25498,25498,huracán-ctes-1719,Huracán (Ctes),Marinilli,Julio César MARINILLI,0,False,Defensa,DF,Central izquierdo,65,65,68,66,62,65,51,56,53,59,57,19,1970-07-09,27,Argentina,Argentina,Corrientes (Ctes.),180,75,,,,3,blanco,moreno,EQ003003.PKF,1672298,original
huracán-ctes-1719-24950,24950,huracán-ctes-1719,Huracán (Ctes),Billordo,Lino Mauricio BILLORDO,0,False,Defensa,DF,Libre,56,56,62,52,58,55,60,50,56,64,59,19,1977-09-17,20,Argentina,Argentina,Corrientes,178,70,,,,13,blanco,moreno,EQ003003.PKF,1673321,original
huracán-ctes-1719-25730,25730,huracán-ctes-1719,Huracán (Ctes),Ramírez,Ariel Santiago RAMÍREZ,1,False,Portero,GK,Portero,50,50,51,52,47,53,7,4,14,11,40,55,1977-07-25,20,Argentina,Argentina,Caá Catí (Corrientes),,,,,,22,blanco,castano,EQ003003.PKF,1674843,original
